"city","area","rooms","bathroom","parking.spaces","floor","animal","furniture","rent.amount","fire.insurance"
"no",114,3,2,1,4,"acept","not furnished",1400,18
"no",67,2,1,1,2,"acept","not furnished",1230,16
"yes",160,4,3,2,9,"acept","furnished",10330,131
"yes",130,2,2,1,17,"acept","not furnished",5600,71
"yes",114,1,1,1,6,"acept","not furnished",2800,36
"yes",52,2,1,1,4,"acept","not furnished",1450,19
"yes",31,1,1,0,6,"acept","furnished",2300,30
"yes",78,2,1,1,1,"acept","not furnished",2500,32
"yes",60,2,2,1,3,"acept","furnished",5700,73
"yes",40,1,1,0,5,"acept","not furnished",2390,31
"yes",145,4,4,3,14,"acept","not furnished",4500,58
"yes",127,2,3,2,2,"acept","not furnished",6900,88
"yes",330,4,5,4,13,"acept","not furnished",10000,127
"no",180,4,3,1,11,"not acept","not furnished",1800,23
"yes",120,4,3,2,13,"acept","furnished",3500,45
"yes",40,1,1,1,10,"not acept","furnished",2200,28
"yes",160,4,4,2,0,"acept","not furnished",2400,37
"no",130,3,2,2,4,"acept","furnished",2800,36
"yes",80,2,1,1,2,"acept","not furnished",2950,38
"yes",112,3,4,3,9,"acept","not furnished",2800,36
"yes",30,1,1,1,10,"not acept","not furnished",1500,20
"yes",184,4,3,3,2,"acept","furnished",4500,58
"yes",56,2,1,1,11,"acept","furnished",2500,32
"yes",40,1,1,1,6,"not acept","furnished",3000,39
"yes",65,2,2,1,7,"acept","not furnished",1800,23
"yes",146,3,2,2,14,"acept","furnished",3500,45
"no",60,2,1,1,3,"acept","not furnished",1299,17
"yes",170,3,2,2,4,"acept","furnished",9000,115
"yes",240,4,4,4,8,"acept","furnished",2890,37
"yes",200,4,2,2,0,"acept","furnished",6500,98
"yes",69,2,1,1,3,"acept","not furnished",1550,20
"yes",224,3,4,2,9,"acept","not furnished",6000,77
"yes",109,3,2,2,20,"acept","furnished",4500,58
"yes",50,2,1,2,9,"not acept","not furnished",2300,30
"no",59,2,1,1,5,"acept","not furnished",1290,17
"yes",162,2,3,3,3,"not acept","furnished",15000,191
"no",93,3,2,1,7,"acept","not furnished",1100,14
"yes",580,6,6,6,0,"acept","not furnished",6960,105
"yes",216,3,4,2,10,"acept","not furnished",5500,70
"yes",90,2,1,0,9,"not acept","not furnished",3850,49
"yes",200,3,3,2,7,"acept","not furnished",7225,92
"no",55,1,1,0,4,"acept","not furnished",750,10
"yes",40,1,1,1,3,"not acept","not furnished",2300,30
"yes",87,3,3,2,12,"not acept","furnished",3500,45
"yes",60,2,1,0,0,"acept","not furnished",1600,25
"yes",70,3,2,1,7,"acept","not furnished",1825,24
"yes",243,2,3,2,0,"acept","not furnished",4619,70
"yes",78,1,1,2,8,"not acept","furnished",6000,77
"yes",103,2,1,0,0,"acept","not furnished",1300,20
"yes",72,3,2,1,3,"not acept","not furnished",1750,23
"yes",95,1,2,2,15,"acept","not furnished",8000,102
"yes",135,3,2,2,9,"acept","not furnished",4200,54
"yes",310,5,4,5,3,"acept","not furnished",3200,41
"yes",68,2,2,1,18,"not acept","furnished",2565,33
"yes",360,4,5,4,12,"acept","not furnished",6593,84
"yes",420,4,4,4,9,"acept","not furnished",15000,191
"yes",266,3,5,1,15,"acept","furnished",4320,55
"yes",172,3,4,3,5,"acept","furnished",7800,99
"yes",240,3,5,4,0,"acept","not furnished",7500,113
"no",108,1,3,2,9,"acept","not furnished",4500,58
"yes",50,1,1,0,12,"acept","furnished",1800,23
"yes",180,3,3,2,1,"acept","not furnished",4400,56
"no",380,4,6,3,0,"acept","not furnished",4000,61
"yes",125,3,4,0,2,"not acept","not furnished",2500,32
"yes",50,2,2,1,12,"acept","not furnished",1395,6
"yes",382,3,4,2,11,"acept","not furnished",14000,178
"yes",51,1,1,0,9,"acept","not furnished",1700,22
"yes",128,2,2,0,9,"acept","not furnished",2700,35
"no",51,1,1,0,3,"acept","not furnished",820,11
"no",45,1,1,0,11,"not acept","furnished",500,7
"yes",300,4,5,4,0,"acept","furnished",14000,211
"yes",180,3,1,0,0,"acept","not furnished",2500,38
"yes",120,3,2,1,17,"acept","not furnished",2000,26
"yes",87,3,2,0,6,"acept","not furnished",2000,26
"yes",116,2,2,2,8,"not acept","furnished",8000,102
"yes",200,4,2,1,5,"acept","not furnished",5000,64
"yes",556,6,7,4,0,"acept","not furnished",7500,113
"no",62,2,2,2,5,"acept","not furnished",3000,39
"yes",63,2,2,1,19,"acept","furnished",11000,140
"yes",96,3,1,1,5,"acept","furnished",3550,45
"yes",61,2,2,1,1,"acept","not furnished",2000,26
"yes",266,4,5,4,7,"acept","not furnished",10900,139
"no",48,1,1,0,4,"not acept","furnished",1500,20
"yes",33,2,1,0,12,"acept","furnished",2850,37
"yes",150,2,2,3,2,"not acept","furnished",8000,102
"yes",175,3,2,2,0,"not acept","not furnished",3900,59
"yes",108,3,4,0,4,"acept","not furnished",3500,45
"yes",100,4,5,4,1,"acept","not furnished",3250,42
"yes",81,1,1,1,8,"acept","not furnished",1150,16
"yes",29,1,1,0,5,"acept","not furnished",1043,14
"yes",60,2,2,1,13,"acept","not furnished",1700,22
"yes",70,2,1,1,19,"acept","not furnished",1700,22
"yes",130,2,2,0,6,"acept","not furnished",3974,51
"yes",83,3,2,2,25,"acept","furnished",2600,33
"yes",320,3,4,2,0,"acept","furnished",5500,83
"no",87,3,2,1,4,"acept","not furnished",640,9
"yes",240,2,3,1,3,"acept","furnished",6500,83
"yes",108,3,3,2,0,"acept","not furnished",2800,43
"yes",160,3,2,1,5,"acept","not furnished",7700,98
"yes",178,3,4,4,18,"acept","not furnished",10000,127
"yes",116,3,2,3,11,"acept","furnished",8000,102
"yes",82,2,2,1,7,"acept","not furnished",2341,9
"yes",72,2,1,1,3,"acept","not furnished",1300,17
"yes",160,3,2,2,13,"acept","not furnished",3900,50
"yes",230,3,4,3,7,"not acept","not furnished",8000,102
"yes",60,2,2,1,5,"acept","furnished",2640,34
"yes",50,1,1,0,11,"acept","furnished",3698,47
"yes",79,2,2,1,2,"acept","furnished",2800,36
"no",94,3,1,1,6,"acept","not furnished",2000,26
"yes",200,3,3,6,0,"acept","not furnished",6000,91
"yes",60,2,2,1,10,"acept","not furnished",3400,44
"yes",98,3,2,2,3,"acept","not furnished",2000,26
"no",75,2,1,1,2,"acept","not furnished",1200,16
"yes",190,3,3,2,11,"acept","furnished",13500,172
"yes",20,1,1,0,3,"not acept","furnished",3142,40
"no",46,1,1,0,2,"acept","not furnished",500,7
"yes",22,1,1,0,0,"not acept","not furnished",1074,17
"yes",49,1,1,0,1,"acept","furnished",2600,33
"no",105,3,2,2,6,"acept","not furnished",1620,21
"yes",140,3,4,2,3,"not acept","furnished",2450,32
"yes",127,2,2,2,5,"acept","not furnished",5500,70
"yes",200,4,7,4,0,"acept","furnished",8000,121
"yes",100,3,2,2,1,"acept","not furnished",1800,23
"yes",200,2,2,2,0,"acept","not furnished",3000,46
"yes",300,4,6,6,17,"acept","not furnished",15000,191
"yes",25,1,1,0,0,"acept","not furnished",1200,19
"yes",160,3,2,2,1,"acept","not furnished",2900,37
"yes",145,3,1,2,0,"acept","furnished",7200,109
"no",62,1,1,1,5,"not acept","not furnished",1250,16
"no",50,1,1,1,16,"acept","not furnished",991,13
"no",74,3,1,1,4,"acept","not furnished",900,12
"yes",190,3,3,2,0,"acept","not furnished",6800,103
"no",326,3,3,4,0,"acept","not furnished",4200,64
"yes",240,4,4,4,22,"acept","not furnished",6672,85
"yes",40,1,1,0,18,"not acept","furnished",2600,33
"yes",42,1,1,1,4,"not acept","not furnished",2350,30
"yes",90,2,1,0,1,"acept","not furnished",2000,26
"yes",84,1,2,0,1,"acept","furnished",6000,77
"yes",70,2,1,1,7,"acept","not furnished",1300,17
"yes",110,3,2,2,11,"acept","not furnished",3500,45
"yes",110,3,2,3,11,"acept","not furnished",2700,35
"yes",90,2,2,1,6,"acept","furnished",6500,83
"no",308,3,3,4,0,"acept","not furnished",4700,71
"yes",61,2,2,1,13,"acept","not furnished",4000,51
"no",400,5,7,4,5,"acept","not furnished",7900,101
"yes",320,3,3,2,10,"acept","not furnished",8330,106
"yes",50,1,1,1,2,"acept","not furnished",2350,30
"yes",80,1,1,1,5,"acept","furnished",7200,92
"yes",44,1,1,0,13,"not acept","furnished",1900,25
"yes",130,5,2,0,2,"acept","not furnished",3000,39
"yes",400,5,6,0,0,"acept","not furnished",5200,79
"yes",130,2,1,1,9,"acept","not furnished",3850,49
"yes",96,3,3,1,11,"acept","not furnished",2450,32
"yes",57,2,2,2,12,"acept","not furnished",2800,36
"yes",240,3,3,2,0,"acept","furnished",4350,66
"yes",30,1,1,1,6,"acept","not furnished",2001,26
"yes",20,1,1,0,2,"acept","furnished",1800,23
"yes",45,2,1,0,2,"acept","not furnished",900,12
"yes",250,4,5,2,17,"acept","furnished",12750,162
"yes",240,4,5,5,5,"acept","not furnished",7000,89
"yes",22,1,1,0,25,"acept","not furnished",2100,27
"yes",240,3,4,3,2,"acept","not furnished",4150,53
"yes",206,4,4,3,10,"acept","not furnished",12000,153
"yes",96,3,3,1,11,"acept","not furnished",2450,32
"yes",156,3,4,2,2,"acept","not furnished",2000,26
"yes",400,3,3,3,0,"not acept","not furnished",8300,125
"no",60,2,1,1,3,"acept","not furnished",880,12
"no",37,1,1,0,4,"not acept","furnished",761,10
"yes",73,2,2,2,1,"acept","not furnished",1200,16
"yes",182,3,4,3,0,"acept","not furnished",7000,106
"yes",300,3,4,1,0,"acept","not furnished",4500,68
"yes",48,1,1,0,5,"not acept","not furnished",1590,21
"yes",850,4,4,8,0,"acept","not furnished",12000,181
"yes",76,3,1,1,2,"acept","not furnished",2250,29
"yes",57,2,2,1,2,"not acept","furnished",2300,30
"yes",104,2,1,0,8,"not acept","not furnished",3000,39
"yes",65,3,3,2,9,"acept","not furnished",2000,26
"yes",64,2,1,0,6,"acept","not furnished",2050,26
"yes",31,1,1,0,14,"acept","furnished",3300,42
"yes",35,1,1,1,1,"not acept","furnished",3507,45
"yes",275,3,5,6,0,"acept","furnished",13000,196
"yes",310,4,5,5,6,"acept","furnished",12000,153
"yes",58,2,2,1,4,"not acept","not furnished",3120,12
"yes",55,2,1,0,4,"acept","not furnished",2300,30
"yes",53,1,2,1,3,"acept","furnished",3300,42
"yes",35,1,1,0,0,"acept","not furnished",1100,14
"yes",180,4,4,1,0,"acept","not furnished",3581,54
"yes",71,1,1,0,1,"acept","not furnished",1443,5
"yes",180,3,4,3,12,"acept","furnished",3400,44
"yes",900,5,9,8,1,"acept","furnished",15000,226
"yes",32,1,1,1,18,"not acept","furnished",3500,45
"yes",98,2,2,2,29,"acept","not furnished",8500,108
"yes",180,3,2,2,6,"acept","not furnished",4000,51
"yes",47,1,1,1,15,"acept","not furnished",1800,23
"yes",109,3,2,2,7,"acept","not furnished",2500,32
"yes",210,4,4,4,5,"acept","not furnished",13100,166
"yes",109,3,2,1,3,"acept","not furnished",3500,45
"yes",116,4,3,2,8,"acept","not furnished",2400,31
"yes",111,3,2,0,7,"acept","not furnished",2500,32
"yes",120,3,3,2,1,"acept","furnished",8950,114
"yes",178,4,3,2,5,"acept","not furnished",6700,85
"yes",39,1,1,1,5,"acept","furnished",1700,22
"yes",59,1,1,0,12,"not acept","not furnished",901,12
"yes",54,1,2,1,13,"acept","furnished",6000,77
"yes",35,1,1,0,3,"not acept","furnished",1750,23
"yes",244,3,2,3,14,"acept","furnished",7000,89
"yes",170,3,2,2,0,"acept","not furnished",3200,49
"yes",300,3,3,8,0,"acept","not furnished",4675,71
"yes",35,1,1,0,7,"not acept","not furnished",1140,15
"yes",114,5,3,1,0,"acept","not furnished",6000,91
"yes",300,3,4,8,0,"acept","not furnished",5500,83
"yes",166,3,2,1,7,"acept","not furnished",4000,51
"yes",90,2,3,1,2,"acept","not furnished",2100,27
"yes",100,4,4,1,0,"acept","not furnished",10000,151
"no",76,1,2,0,1,"acept","not furnished",700,9
"yes",200,3,3,2,5,"acept","not furnished",7000,89
"yes",156,3,2,1,0,"acept","not furnished",2000,31
"yes",94,2,2,2,0,"acept","not furnished",2540,39
"no",53,1,1,1,3,"acept","not furnished",550,7
"yes",85,2,1,1,12,"acept","furnished",2426,13
"yes",50,2,1,1,4,"acept","not furnished",1200,16
"yes",127,4,3,2,11,"not acept","not furnished",5500,70
"yes",35,1,1,0,0,"acept","not furnished",1100,14
"yes",370,4,4,3,0,"acept","not furnished",7900,119
"no",70,2,2,2,15,"acept","furnished",2890,37
"yes",700,6,8,8,0,"acept","furnished",14000,211
"yes",79,2,2,0,13,"acept","furnished",4500,58
"yes",46,1,1,1,3,"acept","furnished",3000,39
"yes",300,4,5,6,0,"acept","furnished",15000,226
"yes",62,2,2,1,2,"acept","not furnished",1900,25
"yes",296,4,5,3,3,"acept","not furnished",15000,191
"yes",40,1,1,0,4,"acept","not furnished",700,9
"yes",52,1,1,1,7,"not acept","furnished",3200,13
"yes",58,2,2,1,3,"acept","not furnished",2300,30
"no",123,3,2,2,13,"acept","not furnished",2000,26
"no",80,2,1,1,1,"acept","not furnished",1250,16
"yes",170,3,2,1,14,"acept","furnished",10500,134
"yes",260,4,4,4,4,"acept","not furnished",15000,191
"yes",90,2,2,1,7,"acept","furnished",5500,70
"yes",190,3,2,1,6,"not acept","not furnished",5620,72
"yes",40,1,1,1,13,"not acept","not furnished",1914,25
"yes",120,3,2,0,0,"not acept","not furnished",2501,38
"yes",57,1,1,1,16,"acept","furnished",3100,40
"no",70,1,1,1,4,"acept","not furnished",870,12
"yes",120,2,3,2,2,"acept","furnished",5391,22
"yes",135,3,3,2,7,"acept","furnished",7500,96
"yes",300,4,6,5,0,"acept","not furnished",10120,153
"yes",36,1,1,1,4,"acept","not furnished",1300,17
"yes",33,1,1,0,1,"not acept","not furnished",1305,17
"yes",65,2,2,1,3,"acept","not furnished",2800,36
"yes",67,2,1,1,1,"acept","not furnished",1700,22
"yes",51,1,1,0,13,"acept","furnished",2500,32
"yes",38,1,1,0,16,"acept","furnished",2500,32
"yes",80,2,1,1,0,"acept","not furnished",1800,23
"yes",275,3,3,1,11,"acept","furnished",8850,113
"yes",33,1,1,1,5,"acept","not furnished",2000,26
"yes",40,1,1,1,0,"not acept","not furnished",972,15
"yes",210,4,4,3,3,"acept","not furnished",4675,60
"yes",90,2,2,1,0,"not acept","not furnished",4500,68
"yes",260,4,4,3,11,"not acept","not furnished",15000,191
"yes",40,1,1,1,16,"acept","furnished",3500,45
"yes",50,1,1,0,0,"acept","not furnished",2500,21
"no",50,2,1,1,0,"not acept","not furnished",1120,15
"yes",68,1,2,1,5,"acept","not furnished",6000,77
"yes",20,1,1,0,2,"not acept","furnished",2060,27
"yes",189,3,3,1,12,"acept","not furnished",5800,74
"yes",160,4,4,3,9,"acept","furnished",6500,83
"no",60,2,2,1,19,"acept","not furnished",1503,6
"yes",440,3,2,4,0,"acept","not furnished",4500,68
"yes",220,5,5,4,22,"acept","not furnished",8880,113
"yes",33,1,1,1,8,"acept","furnished",2070,27
"yes",354,5,6,3,0,"acept","not furnished",8850,134
"yes",110,3,3,2,0,"acept","not furnished",4800,73
"yes",58,2,3,2,0,"not acept","not furnished",2000,31
"yes",600,4,6,6,0,"acept","not furnished",12000,181
"yes",56,2,1,1,10,"acept","not furnished",1200,16
"no",100,2,1,3,0,"acept","not furnished",1250,19
"yes",440,4,3,7,0,"not acept","not furnished",15000,226
"no",270,3,3,5,0,"acept","not furnished",7500,113
"yes",75,1,1,0,0,"not acept","not furnished",1450,22
"yes",205,4,3,3,10,"acept","not furnished",10000,127
"yes",380,4,5,5,2,"acept","not furnished",3400,44
"yes",260,4,2,2,3,"acept","not furnished",6000,77
"yes",147,3,4,3,7,"acept","not furnished",4500,58
"yes",90,2,1,1,2,"acept","not furnished",3000,39
"yes",40,1,1,0,0,"not acept","not furnished",650,10
"yes",20,1,1,0,6,"acept","furnished",1800,23
"yes",80,3,1,0,0,"acept","not furnished",2400,37
"yes",147,3,3,2,7,"acept","not furnished",2200,28
"yes",750,4,5,8,0,"acept","not furnished",15000,226
"yes",109,4,2,2,13,"acept","not furnished",6500,83
"yes",200,3,3,2,1,"acept","furnished",2000,26
"yes",272,4,5,3,3,"not acept","not furnished",6200,79
"yes",96,3,2,2,10,"acept","not furnished",1770,23
"no",92,3,2,2,8,"acept","not furnished",2000,26
"yes",36,1,1,1,16,"acept","furnished",5000,64
"yes",212,4,4,3,7,"not acept","not furnished",9200,117
"yes",23,1,1,0,25,"acept","not furnished",2150,28
"yes",216,4,3,4,28,"not acept","not furnished",5000,64
"yes",360,4,5,2,8,"acept","not furnished",15000,191
"yes",278,4,4,3,10,"acept","not furnished",5500,70
"yes",68,2,2,2,18,"acept","not furnished",2300,30
"yes",20,1,1,0,0,"acept","furnished",1800,23
"yes",350,4,6,6,0,"acept","furnished",9600,145
"no",80,2,2,2,11,"acept","not furnished",2200,28
"yes",330,3,4,2,11,"acept","not furnished",8400,107
"yes",250,4,4,2,17,"acept","furnished",6000,77
"yes",250,3,2,3,35,"acept","furnished",15000,191
"yes",164,3,3,1,3,"acept","furnished",9000,115
"yes",66,3,2,0,9,"acept","not furnished",3550,13
"yes",240,3,2,3,0,"acept","not furnished",3500,53
"yes",50,1,1,1,8,"acept","furnished",2800,20
"yes",60,2,1,0,0,"acept","not furnished",1200,19
"no",50,2,1,1,1,"acept","not furnished",680,9
"yes",127,4,3,2,4,"acept","not furnished",4930,63
"yes",180,3,3,2,7,"acept","not furnished",7000,89
"yes",230,3,3,1,3,"acept","not furnished",5800,74
"no",50,1,1,0,2,"acept","not furnished",550,7
"yes",60,2,2,2,15,"acept","not furnished",1900,25
"yes",47,2,1,0,5,"not acept","furnished",2200,16
"yes",90,3,2,1,7,"acept","not furnished",2400,31
"yes",30,1,1,0,0,"not acept","furnished",1826,24
"no",76,3,2,1,4,"acept","not furnished",950,13
"yes",110,2,4,2,2,"acept","furnished",7500,96
"yes",450,4,5,6,0,"acept","not furnished",12000,181
"yes",43,2,1,1,1,"acept","not furnished",1020,13
"yes",60,2,2,2,11,"acept","furnished",3800,49
"yes",150,3,3,2,12,"acept","not furnished",4000,51
"yes",65,2,2,2,2,"not acept","furnished",4000,51
"yes",72,3,1,1,2,"acept","not furnished",1600,21
"yes",120,3,2,1,0,"acept","not furnished",3000,46
"yes",800,4,7,8,0,"not acept","not furnished",8500,128
"yes",82,1,2,1,1,"not acept","furnished",11000,140
"no",70,1,1,1,2,"acept","furnished",1600,21
"yes",250,3,4,4,15,"acept","not furnished",4000,51
"no",76,3,2,1,6,"not acept","furnished",1950,25
"yes",60,2,2,2,6,"acept","furnished",1811,7
"yes",197,3,3,2,8,"acept","not furnished",6000,77
"no",100,3,2,2,0,"acept","not furnished",2250,34
"yes",40,1,1,1,2,"not acept","furnished",1635,21
"yes",62,1,2,1,2,"acept","furnished",11000,140
"yes",35,1,1,0,0,"not acept","not furnished",1280,20
"yes",23,1,1,0,25,"acept","not furnished",2100,27
"yes",323,3,5,6,0,"acept","not furnished",10000,151
"yes",450,3,2,0,0,"acept","not furnished",5800,88
"yes",560,4,6,5,3,"not acept","not furnished",7948,101
"yes",156,3,2,2,10,"acept","not furnished",8000,102
"yes",130,2,1,2,0,"acept","not furnished",2600,15
"yes",108,4,2,0,9,"acept","not furnished",5500,70
"yes",20,1,1,0,1,"not acept","not furnished",1000,13
"yes",165,3,4,3,7,"acept","not furnished",3500,45
"no",120,3,1,1,3,"not acept","not furnished",1800,23
"yes",200,4,4,6,0,"acept","not furnished",4320,65
"yes",132,3,2,2,8,"acept","furnished",4000,51
"yes",154,3,3,2,12,"acept","furnished",2000,26
"yes",113,2,1,1,5,"acept","not furnished",3000,39
"yes",310,4,4,3,0,"acept","not furnished",7000,106
"yes",70,2,2,2,16,"acept","not furnished",3300,42
"yes",91,2,3,2,5,"not acept","not furnished",9800,125
"yes",156,3,4,2,7,"acept","not furnished",2000,26
"yes",48,2,1,1,10,"acept","not furnished",1690,22
"no",54,1,2,0,1,"acept","not furnished",720,10
"no",256,4,5,4,8,"acept","not furnished",3000,39
"yes",20,1,1,0,1,"not acept","furnished",2050,26
"yes",72,2,2,1,9,"acept","not furnished",1539,20
"yes",159,2,3,1,8,"not acept","furnished",3230,41
"yes",220,3,3,2,14,"not acept","furnished",6300,80
"yes",190,3,4,1,0,"acept","not furnished",4100,62
"yes",25,1,1,0,2,"acept","not furnished",1410,18
"yes",100,2,1,2,0,"not acept","not furnished",6000,91
"yes",171,4,5,4,4,"acept","not furnished",8000,102
"yes",230,4,3,1,1,"not acept","not furnished",4000,51
"no",75,3,2,2,1,"acept","not furnished",1600,21
"yes",68,2,1,1,5,"acept","not furnished",1600,21
"yes",160,2,1,0,0,"acept","not furnished",1660,25
"yes",100,2,2,2,6,"acept","furnished",6500,83
"yes",287,4,4,4,6,"not acept","not furnished",11300,144
"no",55,2,1,1,2,"acept","not furnished",749,10
"yes",50,2,1,1,11,"not acept","furnished",2500,32
"yes",39,1,1,1,20,"acept","not furnished",1577,20
"yes",16,1,1,0,1,"not acept","not furnished",1200,16
"yes",200,4,3,3,1,"acept","furnished",5800,74
"yes",83,2,3,2,0,"acept","not furnished",3500,53
"yes",22,1,1,1,14,"not acept","furnished",2000,26
"no",80,3,2,2,14,"not acept","not furnished",1800,23
"yes",100,3,2,3,0,"acept","not furnished",4990,76
"yes",210,3,2,1,5,"acept","furnished",7500,96
"yes",33,1,1,0,18,"acept","not furnished",2000,26
