city,area,rooms,bathroom,parking spaces,floor,animal,furniture,rent amount,fire insurance,total
yes,155,3,4,2,14,acept,not furnished,"R$13,100",R$166,"R$15,080"
yes,30,1,1,0,1,not acept,not furnished,R$900,R$12,R$912
yes,27,1,1,0,5,not acept,not furnished,"R$3,500",R$45,"R$4,951"
yes,175,4,3,2,-,acept,not furnished,"R$3,200",R$49,"R$3,629"
yes,326,3,4,4,12,acept,not furnished,"R$6,500",R$83,"R$11,000"
yes,236,4,5,4,7,acept,not furnished,"R$10,000",R$127,"R$15,460"
no,119,3,1,1,5,acept,not furnished,"R$1,200",R$16,"R$2,242"
yes,23,1,1,0,23,acept,not furnished,"R$2,050",R$26,"R$2,499"
yes,260,2,4,4,19,not acept,not furnished,"R$8,000",R$102,"R$10,770"
yes,400,3,3,2,-,not acept,not furnished,"R$12,000",R$181,"R$12,180"
yes,87,1,1,2,14,acept,furnished,"R$7,900",R$101,"R$9,021"
yes,65,2,1,1,-,acept,not furnished,"R$1,800",R$28,"R$1,828"
yes,210,3,4,4,11,acept,furnished,"R$15,000",R$191,"R$18,190"
yes,250,3,4,2,-,acept,not furnished,"R$4,200",R$64,"R$4,456"
yes,155,3,2,3,4,acept,furnished,"R$11,700",R$149,"R$15,120"
no,300,4,3,5,-,acept,not furnished,"R$4,100",R$62,"R$4,182"
no,70,3,2,2,4,acept,not furnished,"R$1,800",R$23,"R$2,401"
yes,68,1,2,1,11,acept,not furnished,"R$4,500",R$58,"R$5,858"
no,220,3,5,3,4,not acept,furnished,"R$7,900",R$101,"R$10,420"
no,91,3,2,2,12,acept,not furnished,"R$2,250",R$29,"R$3,154"
no,230,4,4,8,-,acept,not furnished,"R$5,100",R$77,"R$5,497"
no,48,2,1,0,4,acept,not furnished,R$950,R$13,"R$1,296"
yes,90,2,2,2,15,not acept,furnished,"R$10,000",R$127,"R$11,530"
yes,60,1,1,1,15,acept,furnished,"R$5,500",R$70,"R$6,770"
yes,450,4,4,3,14,acept,not furnished,"R$15,000",R$191,"R$20,690"
yes,16,1,1,0,1,not acept,not furnished,R$850,R$11,R$896
yes,100,3,2,1,8,acept,not furnished,"R$1,400",R$18,"R$2,809"
yes,300,3,3,3,-,acept,not furnished,"R$3,400",R$52,"R$3,870"
yes,151,3,4,3,14,not acept,furnished,"R$6,800",R$87,"R$9,062"
yes,150,3,4,3,12,acept,furnished,"R$7,608",R$97,"R$10,530"
yes,57,2,1,1,7,acept,not furnished,"R$1,500",R$20,"R$2,157"
yes,30,1,1,1,4,not acept,furnished,"R$1,200",R$16,"R$3,147"
no,53,1,1,1,8,acept,furnished,"R$3,110",R$40,"R$4,585"
yes,270,3,4,3,-,acept,not furnished,"R$6,800",R$103,"R$7,320"
yes,78,2,2,2,8,acept,furnished,"R$5,800",R$74,"R$7,608"
yes,20,1,1,0,1,not acept,furnished,"R$3,142",R$40,"R$3,399"
yes,140,5,2,1,1,acept,furnished,"R$3,999",R$51,"R$4,250"
yes,155,3,3,2,2,acept,furnished,"R$12,000",R$153,"R$15,150"
yes,118,3,2,4,1,acept,not furnished,"R$2,250",R$29,"R$3,463"
no,235,4,4,3,13,acept,not furnished,"R$5,500",R$70,"R$9,561"
yes,400,4,4,4,9,acept,not furnished,"R$9,000",R$115,"R$14,940"
yes,80,2,2,1,6,not acept,not furnished,"R$3,500",R$45,"R$4,677"
yes,50,1,1,0,2,not acept,furnished,"R$3,100",R$12,"R$3,907"
no,55,2,2,1,9,acept,not furnished,"R$2,500",R$32,"R$2,955"
yes,400,4,4,4,-,acept,not furnished,"R$8,500",R$128,"R$9,878"
yes,63,3,2,0,18,acept,not furnished,"R$1,800",R$23,"R$2,373"
yes,325,4,3,2,3,acept,not furnished,"R$8,500",R$108,"R$14,220"
yes,200,3,3,2,7,not acept,furnished,"R$6,000",R$77,"R$8,702"
yes,58,2,2,1,5,acept,furnished,"R$5,000",R$64,"R$6,046"
yes,180,3,2,3,-,acept,not furnished,"R$4,600",R$70,"R$8,270"
yes,159,3,2,0,5,acept,not furnished,"R$4,507",R$19,"R$6,744"
yes,420,4,3,4,-,acept,not furnished,"R$15,000",R$226,"R$16,480"
yes,88,3,1,2,5,acept,not furnished,"R$1,500",R$20,"R$2,240"
no,70,3,1,1,6,acept,not furnished,"R$1,135",R$5,"R$1,689"
yes,246,4,5,4,12,not acept,not furnished,"R$10,000",R$127,"R$13,080"
yes,53,2,1,1,1,acept,not furnished,"R$1,250",R$16,"R$1,816"
yes,22,1,1,1,19,not acept,not furnished,"R$2,200",R$28,"R$2,728"
yes,80,1,1,0,-,acept,not furnished,"R$1,700",R$26,"R$1,786"
yes,30,1,1,1,11,acept,furnished,"R$2,570",R$8,"R$3,078"
no,157,3,5,3,1,acept,not furnished,"R$7,000",R$89,"R$9,831"
yes,450,3,3,8,-,acept,furnished,"R$5,015",R$76,"R$5,491"
yes,90,3,2,0,-,acept,not furnished,"R$2,572",R$8,"R$2,928"
yes,88,2,1,0,7,not acept,not furnished,"R$1,800",R$23,"R$2,623"
no,46,1,1,0,5,acept,furnished,"R$1,950",R$25,"R$3,275"
yes,189,4,2,2,4,acept,not furnished,"R$8,000",R$102,"R$10,630"
yes,49,2,1,1,10,not acept,not furnished,"R$1,250",R$16,"R$1,661"
yes,180,3,2,2,2,acept,not furnished,"R$7,000",R$89,"R$10,790"
yes,128,3,3,2,1,acept,not furnished,"R$7,000",R$89,"R$8,679"
yes,60,2,2,0,-,acept,not furnished,"R$1,300",R$10,"R$1,998"
yes,74,3,2,1,7,acept,not furnished,"R$1,710",R$22,"R$2,762"
yes,80,1,1,1,10,acept,not furnished,"R$2,500",R$32,"R$4,512"
yes,150,3,2,1,-,acept,not furnished,"R$2,500",R$38,"R$2,538"
yes,70,3,2,1,3,acept,not furnished,"R$1,900",R$25,"R$2,906"
yes,113,3,2,2,2,acept,not furnished,"R$4,800",R$61,"R$6,411"
no,50,1,1,0,-,acept,not furnished,R$880,R$14,R$894
yes,300,4,2,2,1,acept,furnished,"R$6,500",R$83,"R$10,670"
yes,140,2,3,1,3,acept,furnished,"R$5,000",R$64,"R$6,620"
yes,300,4,5,1,8,acept,furnished,"R$8,550",R$109,"R$12,760"
yes,350,5,4,8,-,not acept,not furnished,"R$9,000",R$136,"R$9,898"
yes,78,2,1,1,-,acept,not furnished,"R$1,700",R$26,"R$1,808"
no,110,2,2,0,18,acept,furnished,"R$4,200",R$54,"R$5,432"
yes,423,4,5,7,28,acept,not furnished,"R$14,000",R$178,"R$22,610"
yes,110,1,1,0,20,acept,not furnished,"R$3,182",R$14,"R$4,119"
yes,136,2,4,2,7,acept,not furnished,"R$4,800",R$61,"R$6,643"
yes,56,2,1,1,3,acept,not furnished,"R$1,700",R$22,"R$2,885"
yes,20,1,1,0,3,acept,furnished,"R$2,800",R$36,"R$3,306"
yes,115,3,2,2,8,acept,not furnished,"R$2,900",R$37,"R$5,237"
yes,140,2,2,1,3,not acept,not furnished,"R$12,500",R$159,"R$14,940"
yes,64,2,1,1,2,acept,not furnished,"R$1,400",R$18,"R$1,929"
yes,60,2,1,1,15,acept,furnished,"R$2,500",R$32,"R$3,564"
yes,132,3,2,1,11,acept,not furnished,"R$2,800",R$36,"R$4,358"
yes,210,4,3,3,11,acept,not furnished,"R$4,000",R$51,"R$6,051"
yes,300,4,4,3,-,acept,furnished,"R$5,080",R$77,"R$5,441"
yes,130,3,2,2,-,acept,not furnished,"R$3,300",R$50,"R$3,458"
yes,108,2,4,2,7,acept,not furnished,"R$4,430",R$57,"R$6,298"
yes,75,2,2,1,4,acept,not furnished,"R$3,005",R$10,"R$4,144"
yes,250,3,3,3,-,acept,not furnished,"R$4,500",R$68,"R$4,718"
no,55,1,1,0,5,acept,not furnished,R$500,R$7,R$997
yes,129,3,2,3,5,not acept,furnished,"R$2,950",R$38,"R$4,698"
yes,158,4,4,3,5,acept,not furnished,"R$6,600",R$84,"R$9,159"
yes,100,3,3,2,1,acept,not furnished,"R$3,248",R$42,"R$4,874"
yes,130,3,2,3,-,acept,furnished,"R$7,450",R$112,"R$7,729"
yes,25,1,1,0,-,acept,not furnished,"R$1,200",R$19,"R$1,264"
yes,240,3,2,3,-,acept,not furnished,"R$9,265",R$140,"R$9,930"
yes,196,3,4,2,1,not acept,not furnished,"R$3,300",R$42,"R$6,101"
yes,39,1,1,1,5,acept,not furnished,"R$3,300",R$42,"R$3,959"
no,46,2,1,1,3,acept,not furnished,R$970,R$13,"R$1,275"
yes,120,3,2,0,1,acept,not furnished,"R$2,500",R$38,"R$2,622"
yes,270,2,2,3,17,acept,not furnished,"R$8,650",R$110,"R$10,960"
yes,700,4,10,0,-,acept,not furnished,"R$15,000",R$226,"R$23,980"
no,462,4,7,4,-,acept,not furnished,"R$5,000",R$76,"R$5,666"
yes,35,1,1,1,9,acept,furnished,"R$3,150",R$23,"R$3,648"
yes,90,3,3,2,12,not acept,not furnished,"R$3,500",R$45,"R$4,442"
yes,98,3,2,2,1,acept,not furnished,"R$1,760",R$23,"R$3,566"
yes,159,2,2,1,8,acept,furnished,"R$4,200",R$54,"R$5,741"
yes,115,3,5,2,10,acept,not furnished,"R$7,000",R$89,"R$9,414"
yes,400,3,3,1,3,acept,not furnished,"R$11,000",R$140,"R$14,280"
no,60,2,1,1,9,not acept,not furnished,"R$1,317",R$17,"R$1,857"
yes,220,3,4,3,11,acept,furnished,"R$8,000",R$102,"R$12,400"
yes,67,2,1,1,4,acept,not furnished,"R$2,099",R$27,"R$3,876"
yes,165,3,4,3,7,acept,not furnished,"R$4,500",R$58,"R$6,831"
yes,100,2,4,0,1,acept,not furnished,"R$3,000",R$39,"R$3,039"
yes,55,1,2,1,2,acept,not furnished,"R$2,576",R$10,"R$4,133"
no,35,1,1,1,2,acept,not furnished,R$600,R$8,R$954
yes,51,1,1,1,10,acept,furnished,"R$3,700",R$47,"R$4,377"
yes,73,2,2,1,13,acept,not furnished,"R$1,250",R$16,"R$2,116"
yes,320,5,5,4,4,acept,not furnished,"R$5,500",R$70,"R$12,870"
yes,35,1,1,1,7,acept,not furnished,"R$2,300",R$30,"R$2,810"
yes,46,1,1,0,3,acept,not furnished,"R$1,600",R$21,"R$1,721"
no,350,4,3,4,-,not acept,not furnished,"R$6,000",R$91,"R$7,091"
yes,340,4,4,3,2,acept,not furnished,"R$14,000",R$178,"R$15,010"
yes,28,1,1,1,4,not acept,furnished,"R$1,899",R$5,"R$3,692"
yes,125,3,2,2,-,acept,furnished,"R$3,000",R$46,"R$3,196"
yes,44,1,1,1,3,acept,not furnished,"R$3,450",R$13,"R$4,023"
yes,95,2,1,1,15,acept,not furnished,"R$3,000",R$39,"R$4,006"
yes,310,3,4,3,8,acept,not furnished,"R$4,500",R$58,"R$7,858"
yes,48,2,1,0,3,acept,not furnished,"R$1,350",R$18,"R$1,468"
yes,30,4,4,2,-,acept,furnished,"R$5,000",R$76,"R$9,323"
no,46,1,1,1,10,acept,not furnished,R$580,R$8,"R$1,181"
yes,141,3,2,2,4,acept,not furnished,"R$7,400",R$94,"R$9,144"
yes,58,1,1,1,17,acept,not furnished,"R$1,600",R$21,"R$2,320"
yes,48,2,1,0,-,acept,not furnished,"R$1,350",R$18,"R$1,468"
yes,560,5,5,6,-,acept,not furnished,"R$15,000",R$226,"R$17,140"
yes,98,3,2,1,9,acept,not furnished,"R$5,500",R$70,"R$7,120"
yes,340,3,4,4,2,not acept,not furnished,"R$12,500",R$159,"R$22,740"
yes,224,4,4,3,2,acept,furnished,"R$9,350",R$119,"R$13,290"
no,50,1,1,1,3,acept,not furnished,R$800,R$11,"R$1,523"
yes,250,3,4,3,8,acept,not furnished,"R$7,000",R$89,"R$10,960"
yes,100,2,2,1,6,acept,not furnished,"R$4,000",R$51,"R$5,341"
yes,600,3,3,4,-,acept,not furnished,"R$6,800",R$103,"R$7,869"
no,114,3,2,1,4,acept,not furnished,"R$1,400",R$18,"R$2,561"
no,67,2,1,1,2,acept,not furnished,"R$1,230",R$16,"R$1,788"
yes,160,4,3,2,9,acept,furnished,"R$10,330",R$131,"R$13,550"
yes,130,2,2,1,17,acept,not furnished,"R$5,600",R$71,"R$6,739"
yes,114,1,1,1,6,acept,not furnished,"R$2,800",R$36,"R$4,031"
yes,52,2,1,1,4,acept,not furnished,"R$1,450",R$19,"R$1,469"
yes,31,1,1,0,6,acept,furnished,"R$2,300",R$30,"R$2,760"
yes,78,2,1,1,1,acept,not furnished,"R$2,500",R$32,"R$2,942"
yes,60,2,2,1,3,acept,furnished,"R$5,700",R$73,"R$6,885"
yes,40,1,1,0,5,acept,not furnished,"R$2,390",R$31,"R$2,999"
yes,145,4,4,3,14,acept,not furnished,"R$4,500",R$58,"R$6,805"
yes,127,2,3,2,2,acept,not furnished,"R$6,900",R$88,"R$9,398"
yes,330,4,5,4,13,acept,not furnished,"R$10,000",R$127,"R$14,120"
no,180,4,3,1,11,not acept,not furnished,"R$1,800",R$23,"R$3,575"
yes,120,4,3,2,13,acept,furnished,"R$3,500",R$45,"R$5,004"
yes,40,1,1,1,10,not acept,furnished,"R$2,200",R$28,"R$4,551"
yes,160,4,4,2,-,acept,not furnished,"R$2,400",R$37,"R$2,437"
no,130,3,2,2,4,acept,furnished,"R$2,800",R$36,"R$4,170"
yes,80,2,1,1,2,acept,not furnished,"R$2,950",R$38,"R$4,440"
yes,112,3,4,3,9,acept,not furnished,"R$2,800",R$36,"R$4,729"
yes,30,1,1,1,10,not acept,not furnished,"R$1,500",R$20,"R$2,406"
yes,184,4,3,3,2,acept,furnished,"R$4,500",R$58,"R$6,508"
yes,56,2,1,1,11,acept,furnished,"R$2,500",R$32,"R$3,062"
yes,40,1,1,1,6,not acept,furnished,"R$3,000",R$39,"R$4,587"
yes,65,2,2,1,7,acept,not furnished,"R$1,800",R$23,"R$2,478"
yes,146,3,2,2,14,acept,furnished,"R$3,500",R$45,"R$5,545"
no,60,2,1,1,3,acept,not furnished,"R$1,299",R$17,"R$1,600"
yes,170,3,2,2,4,acept,furnished,"R$9,000",R$115,"R$11,990"
yes,240,4,4,4,8,acept,furnished,"R$2,890",R$37,"R$7,358"
yes,200,4,2,2,-,acept,furnished,"R$6,500",R$98,"R$7,098"
yes,69,2,1,1,3,acept,not furnished,"R$1,550",R$20,"R$2,110"
yes,224,3,4,2,9,acept,not furnished,"R$6,000",R$77,"R$10,060"
yes,109,3,2,2,20,acept,furnished,"R$4,500",R$58,"R$6,175"
yes,50,2,1,2,9,not acept,not furnished,"R$2,300",R$30,"R$3,063"
no,59,2,1,1,5,acept,not furnished,"R$1,290",R$17,"R$1,784"
yes,162,2,3,3,3,not acept,furnished,"R$15,000",R$191,"R$18,350"
no,93,3,2,1,7,acept,not furnished,"R$1,100",R$14,"R$1,854"
yes,580,6,6,6,-,acept,not furnished,"R$6,960",R$105,"R$9,149"
yes,216,3,4,2,10,acept,not furnished,"R$5,500",R$70,"R$9,840"
yes,90,2,1,0,9,not acept,not furnished,"R$3,850",R$49,"R$5,229"
yes,200,3,3,2,7,acept,not furnished,"R$7,225",R$92,"R$12,160"
no,55,1,1,0,4,acept,not furnished,R$750,R$10,"R$1,287"
yes,40,1,1,1,3,not acept,not furnished,"R$2,300",R$30,"R$2,991"
yes,87,3,3,2,12,not acept,furnished,"R$3,500",R$45,"R$4,728"
yes,60,2,1,0,-,acept,not furnished,"R$1,600",R$25,"R$1,650"
yes,70,3,2,1,7,acept,not furnished,"R$1,825",R$24,"R$2,469"
yes,243,2,3,2,-,acept,not furnished,"R$4,619",R$70,"R$5,248"
yes,78,1,1,2,8,not acept,furnished,"R$6,000",R$77,"R$8,374"
yes,103,2,1,0,-,acept,not furnished,"R$1,300",R$20,"R$1,400"
yes,72,3,2,1,3,not acept,not furnished,"R$1,750",R$23,"R$2,566"
yes,95,1,2,2,15,acept,not furnished,"R$8,000",R$102,"R$10,530"
yes,135,3,2,2,9,acept,not furnished,"R$4,200",R$54,"R$6,633"
yes,310,5,4,5,3,acept,not furnished,"R$3,200",R$41,"R$10,110"
yes,68,2,2,1,18,not acept,furnished,"R$2,565",R$33,"R$3,157"
yes,360,4,5,4,12,acept,not furnished,"R$6,593",R$84,"R$12,860"
yes,420,4,4,4,9,acept,not furnished,"R$15,000",R$191,"R$24,530"
yes,266,3,5,1,15,acept,furnished,"R$4,320",R$55,"R$6,841"
yes,172,3,4,3,5,acept,furnished,"R$7,800",R$99,"R$10,440"
yes,240,3,5,4,-,acept,not furnished,"R$7,500",R$113,"R$8,072"
no,108,1,3,2,9,acept,not furnished,"R$4,500",R$58,"R$5,538"
yes,50,1,1,0,12,acept,furnished,"R$1,800",R$23,"R$2,324"
yes,180,3,3,2,1,acept,not furnished,"R$4,400",R$56,"R$8,746"
no,380,4,6,3,-,acept,not furnished,"R$4,000",R$61,"R$4,516"
yes,125,3,4,0,2,not acept,not furnished,"R$2,500",R$32,"R$4,578"
yes,50,2,2,1,12,acept,not furnished,"R$1,395",R$6,"R$1,986"
yes,382,3,4,2,11,acept,not furnished,"R$14,000",R$178,"R$20,120"
yes,51,1,1,0,9,acept,not furnished,"R$1,700",R$22,"R$2,173"
yes,128,2,2,0,9,acept,not furnished,"R$2,700",R$35,"R$3,693"
no,51,1,1,0,3,acept,not furnished,R$820,R$11,"R$1,332"
no,45,1,1,0,11,not acept,furnished,R$500,R$7,R$887
yes,300,4,5,4,-,acept,furnished,"R$14,000",R$211,"R$15,380"
yes,180,3,1,0,-,acept,not furnished,"R$2,500",R$38,"R$2,872"
yes,120,3,2,1,17,acept,not furnished,"R$2,000",R$26,"R$3,506"
yes,87,3,2,0,6,acept,not furnished,"R$2,000",R$26,"R$3,541"
yes,116,2,2,2,8,not acept,furnished,"R$8,000",R$102,"R$9,567"
yes,200,4,2,1,5,acept,not furnished,"R$5,000",R$64,"R$7,507"
yes,556,6,7,4,-,acept,not furnished,"R$7,500",R$113,"R$8,697"
no,62,2,2,2,5,acept,not furnished,"R$3,000",R$39,"R$3,853"
yes,63,2,2,1,19,acept,furnished,"R$11,000",R$140,"R$12,270"
yes,96,3,1,1,5,acept,furnished,"R$3,550",R$45,"R$4,907"
yes,61,2,2,1,1,acept,not furnished,"R$2,000",R$26,"R$3,041"
yes,266,4,5,4,7,acept,not furnished,"R$10,900",R$139,"R$15,110"
no,48,1,1,0,4,not acept,furnished,"R$1,500",R$20,"R$2,052"
yes,33,2,1,0,12,acept,furnished,"R$2,850",R$37,"R$3,237"
yes,150,2,2,3,2,not acept,furnished,"R$8,000",R$102,"R$12,760"
yes,175,3,2,2,-,not acept,not furnished,"R$3,900",R$59,"R$4,223"
yes,108,3,4,0,4,acept,not furnished,"R$3,500",R$45,"R$4,649"
yes,100,4,5,4,1,acept,not furnished,"R$3,250",R$42,"R$8,509"
yes,81,1,1,1,8,acept,not furnished,"R$1,150",R$16,"R$1,833"
yes,29,1,1,0,5,acept,not furnished,"R$1,043",R$14,"R$1,314"
yes,60,2,2,1,13,acept,not furnished,"R$1,700",R$22,"R$2,544"
yes,70,2,1,1,19,acept,not furnished,"R$1,700",R$22,"R$2,397"
yes,130,2,2,0,6,acept,not furnished,"R$3,974",R$51,"R$5,439"
yes,83,3,2,2,25,acept,furnished,"R$2,600",R$33,"R$3,381"
yes,320,3,4,2,-,acept,furnished,"R$5,500",R$83,"R$5,833"
no,87,3,2,1,4,acept,not furnished,R$640,R$9,"R$1,519"
yes,240,2,3,1,3,acept,furnished,"R$6,500",R$83,"R$8,913"
yes,108,3,3,2,-,acept,not furnished,"R$2,800",R$43,"R$3,052"
yes,160,3,2,1,5,acept,not furnished,"R$7,700",R$98,"R$9,983"
yes,178,3,4,4,18,acept,not furnished,"R$10,000",R$127,"R$12,900"
yes,116,3,2,3,11,acept,furnished,"R$8,000",R$102,"R$9,906"
yes,82,2,2,1,7,acept,not furnished,"R$2,341",R$9,"R$3,000"
yes,72,2,1,1,3,acept,not furnished,"R$1,300",R$17,"R$2,279"
yes,160,3,2,2,13,acept,not furnished,"R$3,900",R$50,"R$5,371"
yes,230,3,4,3,7,not acept,not furnished,"R$8,000",R$102,"R$12,470"
yes,60,2,2,1,5,acept,furnished,"R$2,640",R$34,"R$3,331"
yes,50,1,1,0,11,acept,furnished,"R$3,698",R$47,"R$4,142"
yes,79,2,2,1,2,acept,furnished,"R$2,800",R$36,"R$3,518"
no,94,3,1,1,6,acept,not furnished,"R$2,000",R$26,"R$2,651"
yes,200,3,3,6,-,acept,not furnished,"R$6,000",R$91,"R$6,591"
yes,60,2,2,1,10,acept,not furnished,"R$3,400",R$44,"R$4,294"
yes,98,3,2,2,3,acept,not furnished,"R$2,000",R$26,"R$3,809"
no,75,2,1,1,2,acept,not furnished,"R$1,200",R$16,"R$2,007"
yes,190,3,3,2,11,acept,furnished,"R$13,500",R$172,"R$16,190"
yes,20,1,1,0,3,not acept,furnished,"R$3,142",R$40,"R$3,399"
no,46,1,1,0,2,acept,not furnished,R$500,R$7,R$971
yes,22,1,1,0,-,not acept,not furnished,"R$1,074",R$17,"R$1,091"
yes,49,1,1,0,1,acept,furnished,"R$2,600",R$33,"R$3,467"
no,105,3,2,2,6,acept,not furnished,"R$1,620",R$21,"R$3,006"
yes,140,3,4,2,3,not acept,furnished,"R$2,450",R$32,"R$4,357"
yes,127,2,2,2,5,acept,not furnished,"R$5,500",R$70,"R$7,481"
yes,200,4,7,4,-,acept,furnished,"R$8,000",R$121,"R$8,696"
yes,100,3,2,2,1,acept,not furnished,"R$1,800",R$23,"R$2,523"
yes,200,2,2,2,-,acept,not furnished,"R$3,000",R$46,"R$3,214"
yes,300,4,6,6,17,acept,not furnished,"R$15,000",R$191,"R$24,890"
yes,25,1,1,0,-,acept,not furnished,"R$1,200",R$19,"R$1,264"
yes,160,3,2,2,1,acept,not furnished,"R$2,900",R$37,"R$4,852"
yes,145,3,1,2,-,acept,furnished,"R$7,200",R$109,"R$7,637"
no,62,1,1,1,5,not acept,not furnished,"R$1,250",R$16,"R$2,004"
no,50,1,1,1,16,acept,not furnished,R$991,R$13,"R$1,472"
no,74,3,1,1,4,acept,not furnished,R$900,R$12,"R$1,426"
yes,190,3,3,2,-,acept,not furnished,"R$6,800",R$103,"R$7,295"
no,326,3,3,4,-,acept,not furnished,"R$4,200",R$64,"R$5,657"
yes,240,4,4,4,22,acept,not furnished,"R$6,672",R$85,"R$9,154"
yes,40,1,1,0,18,not acept,furnished,"R$2,600",R$33,"R$2,633"
yes,42,1,1,1,4,not acept,not furnished,"R$2,350",R$30,"R$3,731"
yes,90,2,1,0,1,acept,not furnished,"R$2,000",R$26,"R$2,306"
yes,84,1,2,0,1,acept,furnished,"R$6,000",R$77,"R$7,177"
yes,70,2,1,1,7,acept,not furnished,"R$1,300",R$17,"R$1,865"
yes,110,3,2,2,11,acept,not furnished,"R$3,500",R$45,"R$4,929"
yes,110,3,2,3,11,acept,not furnished,"R$2,700",R$35,"R$4,219"
yes,90,2,2,1,6,acept,furnished,"R$6,500",R$83,"R$7,572"
no,308,3,3,4,-,acept,not furnished,"R$4,700",R$71,"R$5,444"
yes,61,2,2,1,13,acept,not furnished,"R$4,000",R$51,"R$4,949"
no,400,5,7,4,5,acept,not furnished,"R$7,900",R$101,"R$12,090"
yes,320,3,3,2,10,acept,not furnished,"R$8,330",R$106,"R$11,220"
yes,50,1,1,1,2,acept,not furnished,"R$2,350",R$30,"R$3,054"
yes,80,1,1,1,5,acept,furnished,"R$7,200",R$92,"R$7,293"
yes,44,1,1,0,13,not acept,furnished,"R$1,900",R$25,"R$2,479"
yes,130,5,2,0,2,acept,not furnished,"R$3,000",R$39,"R$3,076"
yes,400,5,6,0,-,acept,not furnished,"R$5,200",R$79,"R$5,279"
yes,130,2,1,1,9,acept,not furnished,"R$3,850",R$49,"R$5,218"
yes,96,3,3,1,11,acept,not furnished,"R$2,450",R$32,"R$3,507"
yes,57,2,2,2,12,acept,not furnished,"R$2,800",R$36,"R$4,295"
yes,240,3,3,2,-,acept,furnished,"R$4,350",R$66,"R$4,801"
yes,30,1,1,1,6,acept,not furnished,"R$2,001",R$26,"R$4,052"
yes,20,1,1,0,2,acept,furnished,"R$1,800",R$23,"R$2,555"
yes,45,2,1,0,2,acept,not furnished,R$900,R$12,"R$1,014"
yes,250,4,5,2,17,acept,furnished,"R$12,750",R$162,"R$15,790"
yes,240,4,5,5,5,acept,not furnished,"R$7,000",R$89,"R$9,489"
yes,22,1,1,0,25,acept,not furnished,"R$2,100",R$27,"R$2,552"
yes,240,3,4,3,2,acept,not furnished,"R$4,150",R$53,"R$8,020"
yes,206,4,4,3,10,acept,not furnished,"R$12,000",R$153,"R$14,960"
yes,96,3,3,1,11,acept,not furnished,"R$2,450",R$32,"R$3,507"
yes,156,3,4,2,2,acept,not furnished,"R$2,000",R$26,"R$3,826"
yes,400,3,3,3,-,not acept,not furnished,"R$8,300",R$125,"R$9,241"
no,60,2,1,1,3,acept,not furnished,R$880,R$12,"R$1,253"
no,37,1,1,0,4,not acept,furnished,R$761,R$10,"R$1,106"
yes,73,2,2,2,1,acept,not furnished,"R$1,200",R$16,"R$2,078"
yes,182,3,4,3,-,acept,not furnished,"R$7,000",R$106,"R$7,565"
yes,300,3,4,1,-,acept,not furnished,"R$4,500",R$68,"R$5,110"
yes,48,1,1,0,5,not acept,not furnished,"R$1,590",R$21,"R$2,061"
yes,850,4,4,8,-,acept,not furnished,"R$12,000",R$181,"R$18,020"
yes,76,3,1,1,2,acept,not furnished,"R$2,250",R$29,"R$2,689"
yes,57,2,2,1,2,not acept,furnished,"R$2,300",R$30,"R$2,964"
yes,104,2,1,0,8,not acept,not furnished,"R$3,000",R$39,"R$4,339"
yes,65,3,3,2,9,acept,not furnished,"R$2,000",R$26,"R$2,777"
yes,64,2,1,0,6,acept,not furnished,"R$2,050",R$26,"R$3,089"
yes,31,1,1,0,14,acept,furnished,"R$3,300",R$42,"R$3,852"
yes,35,1,1,1,1,not acept,furnished,"R$3,507",R$45,"R$4,120"
yes,275,3,5,6,-,acept,furnished,"R$13,000",R$196,"R$13,700"
yes,310,4,5,5,6,acept,furnished,"R$12,000",R$153,"R$18,660"
yes,58,2,2,1,4,not acept,not furnished,"R$3,120",R$12,"R$3,818"
yes,55,2,1,0,4,acept,not furnished,"R$2,300",R$30,"R$2,715"
yes,53,1,2,1,3,acept,furnished,"R$3,300",R$42,"R$4,411"
yes,35,1,1,0,-,acept,not furnished,"R$1,100",R$14,"R$1,144"
yes,180,4,4,1,-,acept,not furnished,"R$3,581",R$54,"R$3,769"
yes,71,1,1,0,1,acept,not furnished,"R$1,443",R$5,"R$2,166"
yes,180,3,4,3,12,acept,furnished,"R$3,400",R$44,"R$5,294"
yes,900,5,9,8,1,acept,furnished,"R$15,000",R$226,"R$20,700"
yes,32,1,1,1,18,not acept,furnished,"R$3,500",R$45,"R$5,379"
yes,98,2,2,2,29,acept,not furnished,"R$8,500",R$108,"R$10,510"
yes,180,3,2,2,6,acept,not furnished,"R$4,000",R$51,"R$6,656"
yes,47,1,1,1,15,acept,not furnished,"R$1,800",R$23,"R$2,353"
yes,109,3,2,2,7,acept,not furnished,"R$2,500",R$32,"R$4,412"
yes,210,4,4,4,5,acept,not furnished,"R$13,100",R$166,"R$17,590"
yes,109,3,2,1,3,acept,not furnished,"R$3,500",R$45,"R$4,966"
yes,116,4,3,2,8,acept,not furnished,"R$2,400",R$31,"R$3,801"
yes,111,3,2,0,7,acept,not furnished,"R$2,500",R$32,"R$4,166"
yes,120,3,3,2,1,acept,furnished,"R$8,950",R$114,"R$10,160"
yes,178,4,3,2,5,acept,not furnished,"R$6,700",R$85,"R$9,145"
yes,39,1,1,1,5,acept,furnished,"R$1,700",R$22,"R$2,367"
yes,59,1,1,0,12,not acept,not furnished,R$901,R$12,"R$1,355"
